model,wanted,prediction,count
object100_pt_efficientnet_b0_00_49,ecouteurs,ecouteurs,16
object100_pt_efficientnet_b0_00_49,ecouteurs,keycap-puller,0
object100_pt_efficientnet_b0_00_49,ecouteurs,other,0
object100_pt_efficientnet_b0_00_49,ecouteurs,pc-stand,0
object100_pt_efficientnet_b0_00_49,ecouteurs,porte-mine,0
object100_pt_efficientnet_b0_00_49,keycap-puller,ecouteurs,0
object100_pt_efficientnet_b0_00_49,keycap-puller,keycap-puller,24
object100_pt_efficientnet_b0_00_49,keycap-puller,other,1
object100_pt_efficientnet_b0_00_49,keycap-puller,pc-stand,0
object100_pt_efficientnet_b0_00_49,keycap-puller,porte-mine,4
object100_pt_efficientnet_b0_00_49,other,ecouteurs,1
object100_pt_efficientnet_b0_00_49,other,keycap-puller,1
object100_pt_efficientnet_b0_00_49,other,other,17
object100_pt_efficientnet_b0_00_49,other,pc-stand,0
object100_pt_efficientnet_b0_00_49,other,porte-mine,0
object100_pt_efficientnet_b0_00_49,pc-stand,ecouteurs,0
object100_pt_efficientnet_b0_00_49,pc-stand,keycap-puller,0
object100_pt_efficientnet_b0_00_49,pc-stand,other,0
object100_pt_efficientnet_b0_00_49,pc-stand,pc-stand,16
object100_pt_efficientnet_b0_00_49,pc-stand,porte-mine,0
object100_pt_efficientnet_b0_00_49,porte-mine,ecouteurs,0
object100_pt_efficientnet_b0_00_49,porte-mine,keycap-puller,1
object100_pt_efficientnet_b0_00_49,porte-mine,other,0
object100_pt_efficientnet_b0_00_49,porte-mine,pc-stand,0
object100_pt_efficientnet_b0_00_49,porte-mine,porte-mine,18
