model,wanted,prediction,count
object100_pt_mobilenet_v2_02_119,ecouteurs,ecouteurs,16
object100_pt_mobilenet_v2_02_119,ecouteurs,keycap-puller,0
object100_pt_mobilenet_v2_02_119,ecouteurs,other,0
object100_pt_mobilenet_v2_02_119,ecouteurs,pc-stand,0
object100_pt_mobilenet_v2_02_119,ecouteurs,porte-mine,0
object100_pt_mobilenet_v2_02_119,keycap-puller,ecouteurs,0
object100_pt_mobilenet_v2_02_119,keycap-puller,keycap-puller,27
object100_pt_mobilenet_v2_02_119,keycap-puller,other,1
object100_pt_mobilenet_v2_02_119,keycap-puller,pc-stand,0
object100_pt_mobilenet_v2_02_119,keycap-puller,porte-mine,1
object100_pt_mobilenet_v2_02_119,other,ecouteurs,0
object100_pt_mobilenet_v2_02_119,other,keycap-puller,1
object100_pt_mobilenet_v2_02_119,other,other,15
object100_pt_mobilenet_v2_02_119,other,pc-stand,1
object100_pt_mobilenet_v2_02_119,other,porte-mine,2
object100_pt_mobilenet_v2_02_119,pc-stand,ecouteurs,0
object100_pt_mobilenet_v2_02_119,pc-stand,keycap-puller,0
object100_pt_mobilenet_v2_02_119,pc-stand,other,0
object100_pt_mobilenet_v2_02_119,pc-stand,pc-stand,15
object100_pt_mobilenet_v2_02_119,pc-stand,porte-mine,1
object100_pt_mobilenet_v2_02_119,porte-mine,ecouteurs,0
object100_pt_mobilenet_v2_02_119,porte-mine,keycap-puller,0
object100_pt_mobilenet_v2_02_119,porte-mine,other,0
object100_pt_mobilenet_v2_02_119,porte-mine,pc-stand,0
object100_pt_mobilenet_v2_02_119,porte-mine,porte-mine,19
