model,wanted,prediction,count
object100_pt_mobilenet_v2_02_138,ecouteurs,ecouteurs,16
object100_pt_mobilenet_v2_02_138,ecouteurs,keycap-puller,0
object100_pt_mobilenet_v2_02_138,ecouteurs,other,0
object100_pt_mobilenet_v2_02_138,ecouteurs,pc-stand,0
object100_pt_mobilenet_v2_02_138,ecouteurs,porte-mine,0
object100_pt_mobilenet_v2_02_138,keycap-puller,ecouteurs,0
object100_pt_mobilenet_v2_02_138,keycap-puller,keycap-puller,27
object100_pt_mobilenet_v2_02_138,keycap-puller,other,1
object100_pt_mobilenet_v2_02_138,keycap-puller,pc-stand,1
object100_pt_mobilenet_v2_02_138,keycap-puller,porte-mine,0
object100_pt_mobilenet_v2_02_138,other,ecouteurs,1
object100_pt_mobilenet_v2_02_138,other,keycap-puller,0
object100_pt_mobilenet_v2_02_138,other,other,18
object100_pt_mobilenet_v2_02_138,other,pc-stand,0
object100_pt_mobilenet_v2_02_138,other,porte-mine,0
object100_pt_mobilenet_v2_02_138,pc-stand,ecouteurs,0
object100_pt_mobilenet_v2_02_138,pc-stand,keycap-puller,0
object100_pt_mobilenet_v2_02_138,pc-stand,other,0
object100_pt_mobilenet_v2_02_138,pc-stand,pc-stand,16
object100_pt_mobilenet_v2_02_138,pc-stand,porte-mine,0
object100_pt_mobilenet_v2_02_138,porte-mine,ecouteurs,0
object100_pt_mobilenet_v2_02_138,porte-mine,keycap-puller,1
object100_pt_mobilenet_v2_02_138,porte-mine,other,0
object100_pt_mobilenet_v2_02_138,porte-mine,pc-stand,0
object100_pt_mobilenet_v2_02_138,porte-mine,porte-mine,18
