model,wanted,prediction,count
object100_tf_mobilenet_v2_00_23,ecouteurs,ecouteurs,23
object100_tf_mobilenet_v2_00_23,ecouteurs,keycap-puller,0
object100_tf_mobilenet_v2_00_23,ecouteurs,other,0
object100_tf_mobilenet_v2_00_23,ecouteurs,pc-stand,0
object100_tf_mobilenet_v2_00_23,ecouteurs,porte-mine,0
object100_tf_mobilenet_v2_00_23,keycap-puller,ecouteurs,0
object100_tf_mobilenet_v2_00_23,keycap-puller,keycap-puller,16
object100_tf_mobilenet_v2_00_23,keycap-puller,other,1
object100_tf_mobilenet_v2_00_23,keycap-puller,pc-stand,0
object100_tf_mobilenet_v2_00_23,keycap-puller,porte-mine,5
object100_tf_mobilenet_v2_00_23,other,ecouteurs,0
object100_tf_mobilenet_v2_00_23,other,keycap-puller,0
object100_tf_mobilenet_v2_00_23,other,other,13
object100_tf_mobilenet_v2_00_23,other,pc-stand,0
object100_tf_mobilenet_v2_00_23,other,porte-mine,0
object100_tf_mobilenet_v2_00_23,pc-stand,ecouteurs,0
object100_tf_mobilenet_v2_00_23,pc-stand,keycap-puller,0
object100_tf_mobilenet_v2_00_23,pc-stand,other,1
object100_tf_mobilenet_v2_00_23,pc-stand,pc-stand,15
object100_tf_mobilenet_v2_00_23,pc-stand,porte-mine,0
object100_tf_mobilenet_v2_00_23,porte-mine,ecouteurs,0
object100_tf_mobilenet_v2_00_23,porte-mine,keycap-puller,0
object100_tf_mobilenet_v2_00_23,porte-mine,other,1
object100_tf_mobilenet_v2_00_23,porte-mine,pc-stand,0
object100_tf_mobilenet_v2_00_23,porte-mine,porte-mine,24
