model,wanted,prediction,count
object100_pt_mobilenet_v2_01_43,ecouteurs,ecouteurs,16
object100_pt_mobilenet_v2_01_43,ecouteurs,keycap-puller,0
object100_pt_mobilenet_v2_01_43,ecouteurs,other,0
object100_pt_mobilenet_v2_01_43,ecouteurs,pc-stand,0
object100_pt_mobilenet_v2_01_43,ecouteurs,porte-mine,0
object100_pt_mobilenet_v2_01_43,keycap-puller,ecouteurs,0
object100_pt_mobilenet_v2_01_43,keycap-puller,keycap-puller,21
object100_pt_mobilenet_v2_01_43,keycap-puller,other,3
object100_pt_mobilenet_v2_01_43,keycap-puller,pc-stand,0
object100_pt_mobilenet_v2_01_43,keycap-puller,porte-mine,5
object100_pt_mobilenet_v2_01_43,other,ecouteurs,0
object100_pt_mobilenet_v2_01_43,other,keycap-puller,0
object100_pt_mobilenet_v2_01_43,other,other,19
object100_pt_mobilenet_v2_01_43,other,pc-stand,0
object100_pt_mobilenet_v2_01_43,other,porte-mine,0
object100_pt_mobilenet_v2_01_43,pc-stand,ecouteurs,0
object100_pt_mobilenet_v2_01_43,pc-stand,keycap-puller,0
object100_pt_mobilenet_v2_01_43,pc-stand,other,0
object100_pt_mobilenet_v2_01_43,pc-stand,pc-stand,15
object100_pt_mobilenet_v2_01_43,pc-stand,porte-mine,1
object100_pt_mobilenet_v2_01_43,porte-mine,ecouteurs,0
object100_pt_mobilenet_v2_01_43,porte-mine,keycap-puller,0
object100_pt_mobilenet_v2_01_43,porte-mine,other,0
object100_pt_mobilenet_v2_01_43,porte-mine,pc-stand,0
object100_pt_mobilenet_v2_01_43,porte-mine,porte-mine,19
