model,wanted,prediction,count
object100_pt_mobilenet_v2_01_118,ecouteurs,ecouteurs,16
object100_pt_mobilenet_v2_01_118,ecouteurs,keycap-puller,0
object100_pt_mobilenet_v2_01_118,ecouteurs,other,0
object100_pt_mobilenet_v2_01_118,ecouteurs,pc-stand,0
object100_pt_mobilenet_v2_01_118,ecouteurs,porte-mine,0
object100_pt_mobilenet_v2_01_118,keycap-puller,ecouteurs,0
object100_pt_mobilenet_v2_01_118,keycap-puller,keycap-puller,26
object100_pt_mobilenet_v2_01_118,keycap-puller,other,1
object100_pt_mobilenet_v2_01_118,keycap-puller,pc-stand,0
object100_pt_mobilenet_v2_01_118,keycap-puller,porte-mine,2
object100_pt_mobilenet_v2_01_118,other,ecouteurs,0
object100_pt_mobilenet_v2_01_118,other,keycap-puller,1
object100_pt_mobilenet_v2_01_118,other,other,14
object100_pt_mobilenet_v2_01_118,other,pc-stand,1
object100_pt_mobilenet_v2_01_118,other,porte-mine,3
object100_pt_mobilenet_v2_01_118,pc-stand,ecouteurs,0
object100_pt_mobilenet_v2_01_118,pc-stand,keycap-puller,0
object100_pt_mobilenet_v2_01_118,pc-stand,other,0
object100_pt_mobilenet_v2_01_118,pc-stand,pc-stand,15
object100_pt_mobilenet_v2_01_118,pc-stand,porte-mine,1
object100_pt_mobilenet_v2_01_118,porte-mine,ecouteurs,0
object100_pt_mobilenet_v2_01_118,porte-mine,keycap-puller,0
object100_pt_mobilenet_v2_01_118,porte-mine,other,0
object100_pt_mobilenet_v2_01_118,porte-mine,pc-stand,0
object100_pt_mobilenet_v2_01_118,porte-mine,porte-mine,19
