model,wanted,prediction,count
object100_tf_mobilenet_v2_00_48,ecouteurs,ecouteurs,6
object100_tf_mobilenet_v2_00_48,ecouteurs,keycap-puller,3
object100_tf_mobilenet_v2_00_48,ecouteurs,other,5
object100_tf_mobilenet_v2_00_48,ecouteurs,pc-stand,5
object100_tf_mobilenet_v2_00_48,ecouteurs,porte-mine,4
object100_tf_mobilenet_v2_00_48,keycap-puller,ecouteurs,0
object100_tf_mobilenet_v2_00_48,keycap-puller,keycap-puller,14
object100_tf_mobilenet_v2_00_48,keycap-puller,other,4
object100_tf_mobilenet_v2_00_48,keycap-puller,pc-stand,3
object100_tf_mobilenet_v2_00_48,keycap-puller,porte-mine,1
object100_tf_mobilenet_v2_00_48,other,ecouteurs,0
object100_tf_mobilenet_v2_00_48,other,keycap-puller,1
object100_tf_mobilenet_v2_00_48,other,other,9
object100_tf_mobilenet_v2_00_48,other,pc-stand,1
object100_tf_mobilenet_v2_00_48,other,porte-mine,2
object100_tf_mobilenet_v2_00_48,pc-stand,ecouteurs,0
object100_tf_mobilenet_v2_00_48,pc-stand,keycap-puller,1
object100_tf_mobilenet_v2_00_48,pc-stand,other,1
object100_tf_mobilenet_v2_00_48,pc-stand,pc-stand,13
object100_tf_mobilenet_v2_00_48,pc-stand,porte-mine,1
object100_tf_mobilenet_v2_00_48,porte-mine,ecouteurs,1
object100_tf_mobilenet_v2_00_48,porte-mine,keycap-puller,9
object100_tf_mobilenet_v2_00_48,porte-mine,other,4
object100_tf_mobilenet_v2_00_48,porte-mine,pc-stand,5
object100_tf_mobilenet_v2_00_48,porte-mine,porte-mine,6
