model,wanted,prediction,count
object100_pt_mobilenet_v2_01_417,ecouteurs,ecouteurs,16
object100_pt_mobilenet_v2_01_417,ecouteurs,keycap-puller,0
object100_pt_mobilenet_v2_01_417,ecouteurs,other,0
object100_pt_mobilenet_v2_01_417,ecouteurs,pc-stand,0
object100_pt_mobilenet_v2_01_417,ecouteurs,porte-mine,0
object100_pt_mobilenet_v2_01_417,keycap-puller,ecouteurs,0
object100_pt_mobilenet_v2_01_417,keycap-puller,keycap-puller,24
object100_pt_mobilenet_v2_01_417,keycap-puller,other,2
object100_pt_mobilenet_v2_01_417,keycap-puller,pc-stand,0
object100_pt_mobilenet_v2_01_417,keycap-puller,porte-mine,3
object100_pt_mobilenet_v2_01_417,other,ecouteurs,0
object100_pt_mobilenet_v2_01_417,other,keycap-puller,2
object100_pt_mobilenet_v2_01_417,other,other,15
object100_pt_mobilenet_v2_01_417,other,pc-stand,1
object100_pt_mobilenet_v2_01_417,other,porte-mine,1
object100_pt_mobilenet_v2_01_417,pc-stand,ecouteurs,0
object100_pt_mobilenet_v2_01_417,pc-stand,keycap-puller,0
object100_pt_mobilenet_v2_01_417,pc-stand,other,0
object100_pt_mobilenet_v2_01_417,pc-stand,pc-stand,15
object100_pt_mobilenet_v2_01_417,pc-stand,porte-mine,1
object100_pt_mobilenet_v2_01_417,porte-mine,ecouteurs,0
object100_pt_mobilenet_v2_01_417,porte-mine,keycap-puller,0
object100_pt_mobilenet_v2_01_417,porte-mine,other,0
object100_pt_mobilenet_v2_01_417,porte-mine,pc-stand,0
object100_pt_mobilenet_v2_01_417,porte-mine,porte-mine,19
