model,wanted,prediction,count
object100_pt_efficientnet_b0_00_54,ecouteurs,ecouteurs,16
object100_pt_efficientnet_b0_00_54,ecouteurs,keycap-puller,0
object100_pt_efficientnet_b0_00_54,ecouteurs,other,0
object100_pt_efficientnet_b0_00_54,ecouteurs,pc-stand,0
object100_pt_efficientnet_b0_00_54,ecouteurs,porte-mine,0
object100_pt_efficientnet_b0_00_54,keycap-puller,ecouteurs,0
object100_pt_efficientnet_b0_00_54,keycap-puller,keycap-puller,23
object100_pt_efficientnet_b0_00_54,keycap-puller,other,1
object100_pt_efficientnet_b0_00_54,keycap-puller,pc-stand,0
object100_pt_efficientnet_b0_00_54,keycap-puller,porte-mine,5
object100_pt_efficientnet_b0_00_54,other,ecouteurs,2
object100_pt_efficientnet_b0_00_54,other,keycap-puller,1
object100_pt_efficientnet_b0_00_54,other,other,16
object100_pt_efficientnet_b0_00_54,other,pc-stand,0
object100_pt_efficientnet_b0_00_54,other,porte-mine,0
object100_pt_efficientnet_b0_00_54,pc-stand,ecouteurs,0
object100_pt_efficientnet_b0_00_54,pc-stand,keycap-puller,0
object100_pt_efficientnet_b0_00_54,pc-stand,other,0
object100_pt_efficientnet_b0_00_54,pc-stand,pc-stand,16
object100_pt_efficientnet_b0_00_54,pc-stand,porte-mine,0
object100_pt_efficientnet_b0_00_54,porte-mine,ecouteurs,0
object100_pt_efficientnet_b0_00_54,porte-mine,keycap-puller,0
object100_pt_efficientnet_b0_00_54,porte-mine,other,0
object100_pt_efficientnet_b0_00_54,porte-mine,pc-stand,0
object100_pt_efficientnet_b0_00_54,porte-mine,porte-mine,19
