model,wanted,prediction,count
object100_pt_mobilenet_v2_01_274,ecouteurs,ecouteurs,16
object100_pt_mobilenet_v2_01_274,ecouteurs,keycap-puller,0
object100_pt_mobilenet_v2_01_274,ecouteurs,other,0
object100_pt_mobilenet_v2_01_274,ecouteurs,pc-stand,0
object100_pt_mobilenet_v2_01_274,ecouteurs,porte-mine,0
object100_pt_mobilenet_v2_01_274,keycap-puller,ecouteurs,0
object100_pt_mobilenet_v2_01_274,keycap-puller,keycap-puller,27
object100_pt_mobilenet_v2_01_274,keycap-puller,other,1
object100_pt_mobilenet_v2_01_274,keycap-puller,pc-stand,0
object100_pt_mobilenet_v2_01_274,keycap-puller,porte-mine,1
object100_pt_mobilenet_v2_01_274,other,ecouteurs,0
object100_pt_mobilenet_v2_01_274,other,keycap-puller,2
object100_pt_mobilenet_v2_01_274,other,other,15
object100_pt_mobilenet_v2_01_274,other,pc-stand,1
object100_pt_mobilenet_v2_01_274,other,porte-mine,1
object100_pt_mobilenet_v2_01_274,pc-stand,ecouteurs,1
object100_pt_mobilenet_v2_01_274,pc-stand,keycap-puller,0
object100_pt_mobilenet_v2_01_274,pc-stand,other,0
object100_pt_mobilenet_v2_01_274,pc-stand,pc-stand,15
object100_pt_mobilenet_v2_01_274,pc-stand,porte-mine,0
object100_pt_mobilenet_v2_01_274,porte-mine,ecouteurs,0
object100_pt_mobilenet_v2_01_274,porte-mine,keycap-puller,1
object100_pt_mobilenet_v2_01_274,porte-mine,other,1
object100_pt_mobilenet_v2_01_274,porte-mine,pc-stand,0
object100_pt_mobilenet_v2_01_274,porte-mine,porte-mine,17
