model,wanted,prediction,count
object100_pt_mobilenet_v2_01_172,ecouteurs,ecouteurs,16
object100_pt_mobilenet_v2_01_172,ecouteurs,keycap-puller,0
object100_pt_mobilenet_v2_01_172,ecouteurs,other,0
object100_pt_mobilenet_v2_01_172,ecouteurs,pc-stand,0
object100_pt_mobilenet_v2_01_172,ecouteurs,porte-mine,0
object100_pt_mobilenet_v2_01_172,keycap-puller,ecouteurs,0
object100_pt_mobilenet_v2_01_172,keycap-puller,keycap-puller,26
object100_pt_mobilenet_v2_01_172,keycap-puller,other,2
object100_pt_mobilenet_v2_01_172,keycap-puller,pc-stand,1
object100_pt_mobilenet_v2_01_172,keycap-puller,porte-mine,0
object100_pt_mobilenet_v2_01_172,other,ecouteurs,0
object100_pt_mobilenet_v2_01_172,other,keycap-puller,2
object100_pt_mobilenet_v2_01_172,other,other,16
object100_pt_mobilenet_v2_01_172,other,pc-stand,0
object100_pt_mobilenet_v2_01_172,other,porte-mine,1
object100_pt_mobilenet_v2_01_172,pc-stand,ecouteurs,0
object100_pt_mobilenet_v2_01_172,pc-stand,keycap-puller,0
object100_pt_mobilenet_v2_01_172,pc-stand,other,0
object100_pt_mobilenet_v2_01_172,pc-stand,pc-stand,15
object100_pt_mobilenet_v2_01_172,pc-stand,porte-mine,1
object100_pt_mobilenet_v2_01_172,porte-mine,ecouteurs,0
object100_pt_mobilenet_v2_01_172,porte-mine,keycap-puller,1
object100_pt_mobilenet_v2_01_172,porte-mine,other,0
object100_pt_mobilenet_v2_01_172,porte-mine,pc-stand,0
object100_pt_mobilenet_v2_01_172,porte-mine,porte-mine,18
