model,wanted,prediction,count
object100_pt_efficientnet_b0_00_30,ecouteurs,ecouteurs,16
object100_pt_efficientnet_b0_00_30,ecouteurs,keycap-puller,0
object100_pt_efficientnet_b0_00_30,ecouteurs,other,0
object100_pt_efficientnet_b0_00_30,ecouteurs,pc-stand,0
object100_pt_efficientnet_b0_00_30,ecouteurs,porte-mine,0
object100_pt_efficientnet_b0_00_30,keycap-puller,ecouteurs,0
object100_pt_efficientnet_b0_00_30,keycap-puller,keycap-puller,26
object100_pt_efficientnet_b0_00_30,keycap-puller,other,1
object100_pt_efficientnet_b0_00_30,keycap-puller,pc-stand,0
object100_pt_efficientnet_b0_00_30,keycap-puller,porte-mine,2
object100_pt_efficientnet_b0_00_30,other,ecouteurs,1
object100_pt_efficientnet_b0_00_30,other,keycap-puller,2
object100_pt_efficientnet_b0_00_30,other,other,16
object100_pt_efficientnet_b0_00_30,other,pc-stand,0
object100_pt_efficientnet_b0_00_30,other,porte-mine,0
object100_pt_efficientnet_b0_00_30,pc-stand,ecouteurs,0
object100_pt_efficientnet_b0_00_30,pc-stand,keycap-puller,0
object100_pt_efficientnet_b0_00_30,pc-stand,other,0
object100_pt_efficientnet_b0_00_30,pc-stand,pc-stand,16
object100_pt_efficientnet_b0_00_30,pc-stand,porte-mine,0
object100_pt_efficientnet_b0_00_30,porte-mine,ecouteurs,0
object100_pt_efficientnet_b0_00_30,porte-mine,keycap-puller,0
object100_pt_efficientnet_b0_00_30,porte-mine,other,0
object100_pt_efficientnet_b0_00_30,porte-mine,pc-stand,0
object100_pt_efficientnet_b0_00_30,porte-mine,porte-mine,19
